case_id,province,city,group,infection_case,confirmed,latitude,longitude
410,China,Wangchuanchang,true,Laurel,7,39.159945,117.229277
411,Japan,Itoman,true,Del Sol,160,26.1288392,127.6681281
412,Bulgaria,Sitovo,true,Morningstar,120,43.5687705,27.8342003
413,Mexico,Vicente Guerrero,false,Summit,13,32.4865436,-116.8822919
414,Philippines,Bayombong,false,Kensington,197,16.487885,121.159718
415,Yemen,Burūm,false,Ruskin,51,14.3631814,48.9820259
416,Brazil,Flores da Cunha,true,Corry,161,-29.0303854,-51.2003761
417,Bosnia and Herzegovina,Hadžići,true,Sycamore,96,43.8227415,18.2051201
418,Argentina,Las Higueras,false,Morrow,175,-37.9361202,-57.5552203
419,Iran,Qarah Ẕīā’ od Dīn,false,Moose,145,38.8884333,45.0304001
420,Colombia,Acandí,false,Loeprich,78,8.3412493,-77.2175223
421,Japan,Tendō,true,Larry,112,38.3559764,140.3748668
422,Honduras,Yaruchel,false,Nelson,58,14.53333,-88.81667
423,United States,Savannah,true,Pepper Wood,159,42.6862558,-82.7625747
424,China,Xuanzhou,false,Carpenter,15,30.946249,118.756589
425,Chile,Diego de Almagro,false,Dakota,102,-26.3902488,-70.0475302
426,France,Paris 07,true,Oak Valley,111,43.4945737,5.8978018
427,Russia,Urkarakh,false,Melvin,38,42.1608572,47.6332811
428,Peru,Echarate,true,Badeau,148,-12.73574,-72.614288
429,Russia,Nesterovskaya,false,Kinsman,6,43.2374865,45.0503473
430,China,Liaoyang,true,Glacier Hill,114,41.267244,123.236944
431,China,Huanggangshan,false,Vera,179,27.8608333,117.7841666
432,Philippines,Pagangan,false,Porter,193,7.1889377,124.6303406
433,Bahrain,Madīnat Ḩamad,true,Fairview,178,26.1256441,50.4980362
434,Brazil,Campo Grande,true,Grasskamp,172,-5.8913185,-37.3399768
435,Brazil,Trindade,true,Ohio,105,-7.740099,-40.2884386
436,China,Qintong,false,Glacier Hill,174,32.64218,120.083139
437,Portugal,Gouveia,false,Golf Course,107,40.4918264,-7.5954135
438,Mongolia,Darhan,true,Laurel,135,49.4648434,105.9745919
439,Vietnam,Đưc Trọng,true,Duke,72,11.641927,108.3102916
440,Indonesia,Pedamaran,true,Orin,56,-3.4206623,104.9856176
441,Russia,Kovylkino,false,Rigney,22,53.9762845,43.8688442
442,Portugal,Cardal,false,Meadow Ridge,101,39.4670766,-8.4504292
443,Thailand,Tamot,false,Bartillon,165,7.2621533,100.0135929
444,Indonesia,Doro Oo,false,Hovde,167,-8.6885822,118.7678981
445,China,Yong’an,false,Mitchell,139,25.941937,117.365052
446,China,Yuxin,false,Ohio,189,30.66974,120.79411
447,Germany,Münster,true,Basil,170,51.9601912,7.5468477
448,United States,Houston,true,Cottonwood,12,29.82,-95.29
449,United States,Salt Lake City,true,Sheridan,47,40.6999925,-112.0118669
450,Portugal,Várzea,false,Roth,54,41.5193418,-8.5747445
451,Indonesia,Banjar Anyar,true,Kinsman,64,-8.5361861,115.1444487
452,China,Jimusa’er,true,Lake View,131,43.9912932,89.1806674
453,Philippines,Dadus,false,Golf View,185,7.0575,124.32167
454,Indonesia,Krajan Winong,true,Mesta,137,-7.9110809,111.4253892
455,United States,Austin,true,Forest Dale,160,30.181965,-97.9701846
456,Croatia,Nuštar,false,Fair Oaks,149,45.3098715,18.8818902
457,Bahamas,Andros Town,false,Ohio,189,24.7048435,-77.7852575
458,China,Xinhe,true,Waubesa,183,37.520481,115.251124
459,Russia,Pryazha,false,Del Sol,69,61.6972353,33.6201069
460,Egypt,Kousa,false,Sutherland,157,25.9119375,32.7632609
461,Indonesia,Tanjungbalai,false,Northfield,145,2.9662346,99.7985457
462,Poland,Bolszewo,false,Myrtle,85,54.6164547,18.1757954
463,Poland,Kaczory,true,Cambridge,130,53.0905078,16.9015317
464,Philippines,Magsaysay,true,Florence,162,14.6031411,121.0959448
465,Brazil,Igarapé,true,7th,86,-20.0783278,-44.301421
466,Ukraine,Shakhtars’k,false,Onsgard,33,48.0486753,38.45053
467,France,Nice,false,Emmet,37,43.6953508,7.2559678
468,China,Taozhou,true,Oneill,34,28.65638,121.42076
469,China,Bailingnao,true,Fallview,192,41.2867601,110.2374621
470,Ethiopia,Turmi,false,Forest Run,39,4.9640933,36.4878241
471,Botswana,Janeng,false,Lindbergh,118,-25.416667,25.55
472,Russia,Novomoskovsk,true,Hanover,3,53.9559626,38.2899306
473,Russia,Tyrnyauz,false,Monterey,88,43.3911349,42.9174509
474,Poland,Zator,false,Prairieview,7,49.99621,19.4374699
475,Indonesia,Baturinggit Kaja,false,Southridge,199,-8.2464,115.5631
476,Russia,Chupa,false,Buell,98,66.2745295,33.0615453
477,Russia,Muranovo,false,Norway Maple,13,56.178249,37.902732
478,Armenia,K’anak’erravan,true,Carioca,193,40.24739,44.53511
479,Gabon,Bitam,true,Heffernan,122,2.0779721,11.4963935
480,China,Baoshui,false,Muir,105,30.513598,110.361715
481,China,Gangmei,true,Springview,47,22.041674,111.756345
482,Thailand,Bang Krathum,false,Center,162,16.5909145,100.2992789
483,Russia,Perovo,true,Florence,51,55.751248,37.785402
484,Honduras,La Estancia,false,Tennessee,76,13.9142931,-87.921223
485,Botswana,Lobatse,false,Mccormick,40,-25.2076148,25.6805868
486,Indonesia,Rawawilis,true,Shoshone,142,-6.2078779,106.8333249
487,Indonesia,Kondangrege,true,Caliangt,185,-7.2201745,107.9119725
488,Canada,Chase,false,International,144,50.8137495,-119.6934422
489,Poland,Mysiadło,true,Carioca,164,52.1028471,21.0281495
490,China,Gangbei,false,Lillian,98,23.11153,109.57224
491,China,Mingjiu,true,Lotheville,88,28.582106,88.268778
492,Portugal,Fafe,false,Shelley,163,41.4592281,-8.1841929
493,China,Qingdao,true,Mifflin,117,36.067108,120.382609
494,Indonesia,Pacet,true,Service,151,-7.7018672,112.548349
495,Argentina,El Galpón,false,Goodland,196,-25.4809333,-64.9751483
496,Finland,Luhanka,true,Center,150,61.7968844,25.7035513
497,Indonesia,Oesena,true,Porter,130,-10.2168593,123.8020459
498,Japan,Toride,false,Jana,46,35.8886106,140.0636977
499,China,Chongkan,true,Maywood,6,29.4315861,106.912251
500,Iran,Manūjān,false,Quincy,58,27.4475626,57.5051616
501,Belarus,Bykhaw,false,Marcy,29,53.5180441,30.2402914
502,Argentina,General José de San Martín,false,Messerschmidt,106,-38.9548478,-68.1030149
503,Croatia,Bestovje,false,Maple,162,45.8068679,15.8104824
504,Canada,Thessalon,false,Rowland,8,46.25006,-83.5666
505,Philippines,Tigbao,true,Londonderry,99,7.8042011,123.3412743
506,Pakistan,Mīrpur Sakro,true,Montana,57,24.5412145,67.6288048
507,Sweden,Halmstad,false,Charing Cross,154,56.658933,12.87013
508,China,Majiang,false,Kingsford,75,26.491105,107.589359
509,Canada,Langenburg,true,Tennyson,60,50.84999,-101.71763
510,Thailand,Khao Wong,true,Mallory,92,16.7315698,104.0769024
511,Russia,Gamovo,true,Summerview,79,57.8745672,56.0925161
512,Cuba,Bauta,false,Jackson,140,22.9838485,-82.5483422
513,Canada,White City,false,Glacier Hill,141,50.444953,-104.3624353
514,Mexico,Guadalupe Victoria,false,Onsgard,109,32.28786,-115.1046436
515,Australia,Eastern Suburbs Mc,true,Fairfield,174,-38.043127,145.297768
516,China,Tiandeng,false,Dawn,4,23.081394,107.143432
517,Russia,Kemlya,false,Brentwood,194,54.6119569,45.9028182
518,Iraq,Nāḩiyat Hīrān,false,Daystar,102,36.27815,44.49332
519,Venezuela,Alto Barinas,true,Bashford,84,8.59207,-70.225082
520,Russia,Krasnomayskiy,true,Hollow Ridge,119,57.6194,34.40988
521,Botswana,Lokwabe,false,Saint Paul,39,-24.166667,21.833333
522,Colombia,La Dorada,true,Prentice,125,5.472709,-74.667984
523,Indonesia,Cibunar,true,Hanover,99,-6.3413734,106.5495683
524,Russia,Prokop’yevsk,true,Calypso,86,53.8035238,86.8634095
525,China,Xiadian,true,Esker,156,35.621965,118.725698
526,Japan,Suibara,false,Bartillon,31,37.8457328,139.2342041
527,China,Hushan,false,Crescent Oaks,115,34.477861,110.084789
528,Finland,Nickby,true,Chive,186,60.3763373,25.2708919
529,Botswana,Moijabana,true,Rusk,11,-22.433333,26.416667
530,Mexico,Magisterial,true,Summerview,99,32.5468611,-116.9030256
531,Vietnam,Thành Phố Bà Rịa,true,Parkside,133,10.508928,107.1816257
532,Colombia,Pital,false,Vahlen,124,2.266733,-75.803848
533,China,Jinli,false,Linden,196,23.2033136,116.371665
534,Peru,Huaraz,true,Harbort,1,-9.5261154,-77.5287792
535,China,Xianshuigu,false,Loomis,10,38.979636,117.395313
536,Ireland,Drumcondra,false,Lake View,200,51.8885086,-8.445614
537,Philippines,Socorro,false,Redwing,86,14.4409724,120.9950071
538,Pakistan,Mātli,false,Moose,106,25.0617484,68.6593883
539,Albania,Kurbnesh,false,Charing Cross,156,41.7820601,20.0881443
540,Poland,Gryfów Śląski,false,Farragut,168,51.0350353,15.4122128
541,China,Xinfeng,false,Magdeline,107,25.386379,114.922922
542,China,Fuxi,true,Northview,145,29.601192,103.565191
543,China,Wulan Haye,true,Trailsway,176,41.183785,112.375015
544,Philippines,Tongouson,false,Carey,139,5.0214,120.1328
545,Poland,Rakszawa,false,Mosinee,69,50.1661085,22.2214748
546,Netherlands,Heerlen,false,Thackeray,127,50.9212447,5.9651892
547,Indonesia,Lukrejo,false,West,163,-7.0206795,112.3963638
548,China,Xinlong,false,Alpine,21,30.939169,100.311368
549,Malaysia,Pulau Pinang,false,Hayes,5,5.419092,100.343645
550,Canada,Cabano,false,Hazelcrest,191,47.68065,-68.8781
551,Russia,Vydreno,true,Katie,8,51.463,104.6425
552,China,Xishan,false,Jenna,153,25.038296,102.664376
553,Indonesia,Batujaran,false,Thierer,69,-6.9144512,107.4970353
554,Syria,Jablah,true,Anhalt,176,35.368795,35.9206549
555,Cameroon,Belo,true,Ronald Regan,36,6.1360612,10.2572084
556,China,Duodaoshi,false,Park Meadow,86,30.958308,112.194147
557,Yemen,Şuwayr,true,Ludington,15,16.1818,43.60986
558,Pakistan,Pindi Gheb,false,Express,121,33.237626,72.270844
559,Colombia,Candelaria,true,Bonner,184,4.5943745,-74.0740729
560,United States,New Orleans,false,Oriole,136,29.9518573,-90.067925
561,Lithuania,Trakai,false,Laurel,118,54.6219097,24.9344265
562,Brazil,Cajazeiras,true,Longview,132,-6.8897071,-38.5612185
563,Finland,Lovisa,true,Riverside,88,60.4627094,26.2192689
564,Estonia,Maardu,false,Nova,94,59.4687696,24.9801867
565,Indonesia,Cangkringan,true,Moland,29,-7.6323091,110.4560006
566,Botswana,Botlhapatlou,true,Hoard,121,-24.023293,25.4896433
567,Vietnam,Châu Thành,false,Northview,56,10.4009358,106.22868
568,Croatia,Čačinci,false,Riverside,52,45.6001616,17.8741663
569,China,Binhe,false,Fremont,191,39.00366,117.710496
570,Greece,Níkiti,true,Donald,38,40.2201203,23.6688433
571,China,Boluo,false,Harper,3,23.17277,114.289528
572,China,Luojiang,true,Michigan,166,34.620202,112.453926
573,Yemen,Ku‘aydinah,false,Rockefeller,52,15.8,43.333333
574,Argentina,Libertador General San Martín,true,Columbus,197,-34.6893836,-58.5801516
575,Portugal,Paradela,false,Sunnyside,52,41.5776315,-6.2216678
576,China,Gaoxu,false,Farwell,138,28.303163,120.614287
577,Poland,Dobra,false,Village,52,53.5659675,15.28454
578,Philippines,Candoni,false,Melrose,131,9.8287393,122.6384628
579,Liberia,Buchanan,false,Weeping Birch,82,5.887247,-10.0303723
580,China,Nanlang,true,Blackbird,11,22.498753,113.53129
581,Portugal,Charneca da Cotovia,true,Quincy,113,38.4832851,-9.1025502
582,Japan,Uto,true,Hanover,127,34.687701,133.5775129
583,Serbia,Kladovo,true,Gerald,127,44.6035552,22.6098737
584,China,Pingqiao,true,Parkside,56,32.101031,114.125656
585,Cyprus,Kato Pyrgos,false,Comanche,124,35.1804745,32.6786008
586,Yemen,Ḩabūr,false,Bay,77,16.05287,43.70929
587,Philippines,Apitong,false,Hauk,34,14.4931058,121.044773
588,Brazil,Paracuru,false,Sutherland,96,-3.4142906,-39.0303806
589,Philippines,Santiago,false,Morningstar,177,14.5672317,121.0298199
590,Kosovo,Pristina,false,Farragut,110,42.6629138,21.1655028
591,Russia,Tikhoretsk,true,Lukken,45,45.8551505,40.1202884
592,Madagascar,Fandriana,true,Vera,196,-20.2384864,47.375551
593,Bulgaria,Novo Selo,true,Main,117,44.1425014,22.7793914
594,Colombia,Icononzo,true,Karstens,47,4.0904675,-74.5346103
595,Vietnam,Minh Long,true,Onsgard,200,14.9659262,108.6888227
596,China,Zhangjiayuan,true,Carey,70,28.532422,118.592707
597,Syria,Al Ḩāḑir,false,Ludington,78,35.9928004,37.0507676
598,Sweden,Växjö,true,Rigney,10,56.8521006,14.8183366
599,Sweden,Sundsvall,false,Fordem,87,62.390811,17.306927
600,Botswana,Kanye,true,Clyde Gallagher,109,-24.988061,25.3430203
601,Venezuela,Umuquena,true,Brentwood,64,8.2673715,-72.0631118
602,China,Tuoshi,false,Bunker Hill,26,30.727011,112.839027
603,Greece,Angelochóri,false,Parkside,67,40.4970602,22.8338979
604,France,Les Sables-d'Olonne,false,Graceland,195,46.4846074,-1.7557702
605,Ukraine,Mizoch,false,Grasskamp,128,50.4034992,26.141892
606,Panama,Llano Largo,false,Starling,35,7.9076232,-80.4256976
607,Sweden,Falun,true,Waxwing,167,60.6065466,15.6257125
608,Russia,Myshkin,true,Mayer,19,57.7868036,38.4503218
609,China,Xilinji,false,Lawn,167,52.969667,122.539307
610,Uruguay,Maldonado,false,Heffernan,42,-34.905408,-54.9501708
611,Morocco,Arazane,true,Bartillon,12,30.507299,-8.615482
612,Japan,Muikamachi,true,Kenwood,10,38.2589551,140.3422958
613,Botswana,Ramotswa,true,Grover,185,-24.8705652,25.8640062
614,Indonesia,Bondowoso,false,Talmadge,38,-7.9673906,113.9060624
615,Sweden,Solna,true,Jenna,150,59.3778462,18.0367294
616,Slovenia,Bilje,true,Daystar,184,45.8899146,13.6263627
617,Sierra Leone,Zimmi,true,Eagle Crest,141,7.3139328,-11.3062382
618,Panama,Chame,true,Pond,82,8.5860654,-79.8464804
619,Portugal,Rana,true,Everett,59,38.6926647,-9.3466983
620,China,Jindu,false,Mockingbird,10,23.036996,112.515033
621,China,Baishan,true,Center,174,41.933917,126.422806
622,Tanzania,Muleba,true,Porter,175,-2.164898,31.5370003
623,Peru,Huamachuco,false,Harper,40,-7.816461,-78.0452048
624,Russia,Kabardinka,false,Ridgeview,157,44.6488775,37.9401099
625,Benin,Savé,false,Sherman,18,8.0335995,2.4851463
626,Argentina,General Vedia,false,Scoville,198,-34.5446946,-58.486757
627,China,Duifang,false,Division,26,40.827732,114.884994
628,France,Montfort-sur-Meu,false,Pearson,117,48.138899,-1.948989
629,China,Xixiang,false,Truax,78,32.983101,107.766613
630,Cameroon,Maroua,true,Cherokee,116,10.5925289,14.3210095
631,Indonesia,Banjar Petak,false,Mallard,41,-8.4507433,115.3219823
632,China,Longquan,false,Elka,29,28.074649,119.141473
633,Indonesia,Besuki,true,Myrtle,104,-7.7527791,113.697829
634,Sweden,Mönsterås,true,Waubesa,17,56.9846069,16.3374996
635,Russia,Privodino,true,Arkansas,88,61.0816055,46.4952164
636,Cuba,Minas de Matahambre,true,Merchant,46,22.5835642,-83.9479637
637,Japan,Yashiro,true,American,9,35.5267333,135.8074728
638,Philippines,Suay,false,Vahlen,141,7.7085722,122.8673554
639,Peru,Caballococha,false,Scott,49,-3.9107889,-70.5160813
640,Argentina,Laprida,true,Bluestem,104,-32.9867567,-60.644128
641,Afghanistan,Nayak,true,Independence,110,34.7345529,66.9511459
642,Indonesia,Masjid,true,Katie,94,-6.17017,106.83139
643,France,Boulogne-Billancourt,true,Dottie,106,48.830394,2.2372823
644,Philippines,Rosario,false,Loeprich,68,14.5643857,121.1293312
645,Indonesia,Cabak Satu,false,Petterle,98,-6.2287891,106.6914555
646,Poland,Przyborów,true,Pierstorff,123,50.0248149,20.6621099
647,China,Bayan Tuohai,true,Tennyson,2,48.433225,123.220598
648,France,Saint-Péray,false,Farragut,175,44.9447526,4.8413855
649,France,Vierzon,true,Sugar,119,47.2265307,2.0598182
650,Dominican Republic,Baitoa,true,Sunnyside,112,19.309169,-70.6977162
651,Russia,Saraktash,true,Talmadge,123,51.7920503,56.3442985
652,Honduras,San Agustín,false,Truax,59,14.8182209,-88.9377949
653,Cameroon,Kumba,false,Colorado,186,4.6333268,9.4450439
654,Sweden,Karlskoga,true,Nelson,159,59.3281151,14.5096023
655,United States,Memphis,true,Waywood,85,35.1002148,-89.8500299
656,Greece,Psará,true,Oneill,101,38.5619186,25.5799503
657,Martinique,Fort-de-France,true,Coolidge,106,14.641514,-61.0512822
658,Philippines,Sergio Osmeña Sr,true,Utah,76,8.3796569,123.4261608
659,Croatia,Baška Voda,true,Brentwood,88,43.3572645,16.9520477
660,Indonesia,Banjar Brahmanabukit,true,Beilfuss,123,-8.4399,115.3561
661,Philippines,Batu,true,Lillian,91,16.4329878,121.1113259
662,Colombia,Puerto Parra,true,Hoard,181,6.6103028,-73.8889499
663,Israel,Mazkeret Batya,true,Vera,126,31.853167,34.842421
664,Russia,Priiskovyy,false,Atwood,120,54.3834709,60.8003422
665,Ireland,Tralee,false,Cherokee,108,52.2413206,-7.0833118
666,Poland,Podgórzyn,false,Brown,52,50.8290137,15.6741931
667,Turkmenistan,Yolöten,true,Colorado,137,37.2944409,62.3682506
668,Philippines,Tala,true,Bluejay,100,14.6749786,121.0290353
669,Indonesia,Gunungkendeng,true,Everett,20,-6.669221,106.0463837
670,Thailand,Phu Luang,false,Lotheville,188,17.0935616,101.6612934
671,Sweden,Vårby,false,Huxley,95,59.2691081,17.8651957
672,Czech Republic,Chabařovice,true,Fairfield,181,50.6731869,13.9418552
673,China,Moyuan,true,Mendota,10,31.559502,120.364428
674,China,Shouchang,false,Clove,21,29.358966,119.222105
675,United States,Richmond,true,5th,157,37.54,-77.45
676,Russia,Krivyanskaya,false,Pawling,64,47.3994896,40.1860046
677,Philippines,Bankaw,true,Veith,197,14.7035936,121.0493442
678,Poland,Jakubów,false,Eliot,109,52.2309398,21.6932492
679,Brazil,Colombo,false,Maywood,150,-25.2929784,-49.2266344
680,Chad,Ngama,false,Ohio,99,11.7931418,17.1632224
681,China,Xiadingjia,false,Roth,79,37.540621,120.506155
682,China,Xiasi,false,Farragut,173,32.280756,105.513062
683,Bangladesh,Bherāmāra,false,Londonderry,138,24.020975,88.9922341
684,Azerbaijan,Pirallahı,true,Mandrake,195,40.4746848,50.3334447
685,Canada,Donnacona,false,Carpenter,92,46.6908888,-71.7146783
686,Philippines,Manacsac,true,Briar Crest,144,15.5946516,120.7914484
687,China,Yuecheng,false,Canary,105,29.988244,120.582633
688,Indonesia,Aikmel,false,Duke,133,-8.5277646,116.5019976
689,France,Marseille,true,Heath,68,43.298735,5.3825978
690,Portugal,Vale da Serra,false,Pepper Wood,15,39.5022546,-8.6542956
691,Portugal,Paderne,false,Petterle,99,37.1764814,-8.201073
692,Equatorial Guinea,Ncue,false,Oak,45,2.01643,10.47066
693,China,Jinglongqiao,false,Merrick,178,29.301449,111.101029
694,Russia,Dubki,false,Heath,39,59.740619,28.4695971
695,Sweden,Bandhagen,false,Fallview,178,59.2643041,18.0399695
696,China,Yuhang,false,Corben,89,30.419045,120.299401
697,New Zealand,Maungatapere,true,Pond,159,-35.7549893,174.2077912
698,Indonesia,Romba,false,5th,129,-8.9066345,121.3064286
699,Greece,Kímolos,true,Park Meadow,158,36.8173373,24.5599015
700,Sweden,Karlskrona,false,Ridgeview,43,56.1688881,15.6354869
701,Thailand,Seka,true,Graedel,112,13.7768017,100.5593109
702,Indonesia,Petung,true,Warner,192,-6.968354,112.475502
703,Indonesia,Cigintung,false,Oriole,73,-6.9620686,108.4854717
704,Russia,Tolstoy-Yurt,false,Brickson Park,14,43.446712,45.7756846
705,Indonesia,Gesik,true,Ludington,74,-6.6763886,108.5270231
706,Turkmenistan,Balkanabat,true,Pearson,157,39.5238734,54.3360001
707,China,Oubei,false,Sheridan,55,28.040993,120.658812
708,China,Laiyang,false,Schmedeman,164,36.978941,120.711672
709,Portugal,Cabrela,false,Surrey,26,38.5994652,-8.4602494
710,China,Hougaoshizhuang,true,Dixon,25,39.803681,112.073298
711,Greece,Ágio Pnévma,false,Sycamore,177,41.1009418,23.678736
712,Poland,Gorzyczki,true,Russell,153,49.94912,18.4033
713,Russia,Ladushkin,false,Golden Leaf,173,54.5728766,20.1764433
714,Russia,Novokhovrino,false,Michigan,67,55.86667,37.5
715,Philippines,Maloco,true,Crowley,90,11.77882,122.145942
716,United States,Torrance,true,Green,90,33.8101772,-118.3520389
717,China,Lantian,true,Trailsway,31,34.151624,109.323479
718,Russia,Chastyye,false,Pearson,184,57.28876,54.97278
719,Guam,Guam Government House,true,Weeping Birch,82,13.4767279,144.7651497
720,Cameroon,Tibati,false,Pawling,127,6.470326,12.6187506
721,Indonesia,Rokoy,false,Stoughton,84,-6.192143,106.8209006
722,Slovenia,Ljubno ob Savinji,false,Mockingbird,133,46.3443125,14.8335492
723,Japan,Takanosu,false,Saint Paul,169,37.9984095,140.6381624
724,Russia,Nizhniy Tagil,false,Lake View,17,57.9093249,60.166299
725,Croatia,Kašina,true,Dunning,195,45.9113179,16.1242534
726,Moldova,Comrat,true,8th,197,46.2893452,28.6519897
727,Zambia,Lusaka,true,Acker,71,-15.3875259,28.3228165
728,Poland,Jawornik Polski,true,Buell,24,49.8964958,22.2871234
729,Canada,Gravelbourg,false,Gale,51,49.8756758,-106.5573172
730,Brazil,Simões Filho,true,Sage,149,-12.8272291,-38.4003431
731,United States,Atlanta,false,Fisk,148,33.7654607,-84.38709
732,Indonesia,Banjar Kertasari,true,Doe Crossing,193,-7.3260543,108.3655011
733,Sweden,Nynäshamn,false,Barby,77,58.9108802,17.9314968
734,Uganda,Gombe,true,Morning,112,0.4864487,32.4764443
735,China,Yandang,false,Annamark,3,28.357764,121.143873
736,France,Saint-Dié-des-Vosges,false,Sundown,172,48.28232,6.942319
737,Nigeria,Obollo-Afor,true,Carberry,2,6.9152967,7.5138947
738,Poland,Hornówek,true,Redwing,20,52.2861138,20.8081804
739,Guatemala,Jocotenango,false,Pierstorff,119,14.577579,-90.73956
740,China,Sangba,true,Nancy,61,30.0565,94.122434
741,Argentina,Rojas,true,Bluestem,92,-34.6089515,-58.4464356
742,Russia,Pokrov,true,Sheridan,176,55.9180886,39.1784374
743,China,Zhangjiachang,true,Gale,178,40.083782,112.832566
744,Venezuela,El Valle del Espíritu Santo,true,4th,32,10.9811398,-63.8788287
745,Russia,Novo-Nikol’skoye,true,Hagan,35,43.8249005,131.9019175
746,Colombia,Santander de Quilichao,true,Redwing,86,3.01228,-76.484533
747,Sweden,Hässleholm,false,Dorton,31,56.148382,13.8060697
748,Brazil,Bebedouro,false,Marcy,38,-20.9400441,-48.4812248
749,Armenia,Arevashogh,false,Hintze,135,40.852747,44.2741475
750,China,Ningdun,true,Riverside,156,30.456361,119.117626
751,Kuwait,Salwá,true,Melby,74,29.2964866,48.079379
752,Brazil,Matias Olímpio,true,Novick,171,-3.6988282,-42.5901672
753,Mongolia,Javhlant,true,Helena,154,48.80189,105.924
754,Russia,Spassk-Dal’niy,false,Heffernan,12,44.5931785,132.7381046
755,China,Xiaocun,false,Memorial,65,24.745135,100.824707
756,Philippines,Abut,false,Mosinee,7,18.5286072,120.791828
757,China,Dingcheng,true,Bellgrove,129,39.928353,116.416357
758,France,Saint-Étienne,true,Artisan,15,45.4815563,4.3637137
759,Philippines,Daliciasao,true,Truax,50,9.993407,122.750324
760,Tajikistan,Ishqoshim,false,Bultman,163,36.7243344,71.6131931
761,United States,Philadelphia,false,Main,144,40.0397682,-75.145782
762,Japan,Yuza,false,American Ash,122,39.0483943,139.8738552
763,Ukraine,Chornukhyne,true,Annamark,168,48.3238703,38.5208692
764,Thailand,Khon Kaen,false,Ruskin,128,16.4656784,102.7834876
765,Indonesia,Rainis,false,Golf,55,4.2784597,126.8573186
766,Indonesia,Singojuruh,true,Ronald Regan,198,-8.3200799,114.2509376
767,Brazil,Salto de Pirapora,false,Almo,109,-23.6443472,-47.5720968
768,Pakistan,Sobhādero,false,Doe Crossing,172,27.30459,68.39764
769,France,Chambray-lès-Tours,false,Shoshone,181,47.3411618,0.723116
770,Iran,Pīshvā,true,Maple,186,35.3077846,51.7308724
771,Russia,Belyayevka,false,Barnett,81,57.9901314,56.2090194
772,Brazil,Patos de Minas,false,Hazelcrest,151,-18.5926206,-46.5203453
773,France,Orvault,false,Roth,179,47.6258589,-1.8700485
774,Indonesia,Atarodangwautu,false,Towne,187,-8.1836,123.759
775,Malta,Tarxien,true,Twin Pines,23,35.8659607,14.5139265
776,Switzerland,Zürich,false,Kim,23,47.3807562,8.517289
777,Finland,Loppi,true,Granby,35,60.7207077,24.4417258
778,Indonesia,Cigadog,false,Hovde,107,-7.3055997,108.0940566
779,China,Meipu,false,Rutledge,117,45.7718709,126.6701902
780,Indonesia,Salam,true,Shopko,133,-7.6247732,110.2951364
781,Thailand,Ban Huai Thalaeng,false,Cottonwood,50,14.9649534,102.6298251
782,Serbia,Riđica,false,Amoth,34,45.9926615,19.1266138
783,Honduras,Quebradas,true,Debs,65,14.3770919,-87.1242072
784,Czech Republic,Smidary,false,Cottonwood,149,50.2914556,15.4772549
785,Canada,Trois-Rivières,true,Pine View,52,46.34515,-72.5477
786,Philippines,San Manuel,true,Hoard,142,16.065782,120.666775
787,Poland,Brodnica,true,Hagan,109,52.138523,16.8924785
788,France,Mérignac,false,Parkside,131,47.9544744,-2.0532343
789,Sweden,Uppsala,true,Dwight,15,59.8509005,17.6300093
790,Indonesia,Banjar Timbrah,false,Karstens,164,-8.4774,115.597
791,Portugal,Cuba,true,Dawn,199,38.1661758,-7.888224
792,Poland,Duszniki-Zdrój,true,Charing Cross,12,50.404284,16.3904406
793,Indonesia,Getung,false,Pearson,198,-7.0807005,112.39108
794,China,Shiguai,false,Dexter,121,40.672094,110.272565
795,Armenia,Metsavan,false,Glacier Hill,194,41.2053857,44.2309162
796,Ukraine,Balakliya,true,Sunfield,50,49.4643925,36.8584805
797,Poland,Poddębice,true,Packers,150,51.8803457,18.9033376
798,China,Sanguanzhai,true,Express,56,24.767489,98.699009
799,Thailand,Phu Luang,false,Sugar,187,17.0935616,101.6612934
800,United States,Wilkes Barre,true,Cody,25,41.2505888,-75.8520879
801,Russia,Sernur,true,Sherman,86,56.93333,49.15361
802,Chad,Biltine,false,Butterfield,107,14.5257818,20.9238397
803,Albania,Mollas,false,Petterle,136,40.9314367,20.0032794
804,China,Liugong,true,Mallard,120,24.3154419,109.3656914
805,Philippines,Sagrada Familia,false,Anderson,71,14.5706006,121.0052221
806,Japan,Mori,false,Merrick,162,38.1230866,140.0547688
807,Indonesia,Lewotola,true,Luster,142,-8.2916,122.9193
808,Indonesia,Srono,true,Meadow Valley,47,-8.399762,114.261299
809,Azerbaijan,Neftçala,false,Jay,158,39.3881052,49.2413743
810,Dominican Republic,Laguna Salada,true,Sunnyside,174,19.6478178,-71.0998393
811,Indonesia,Pakkat,false,American Ash,37,2.160693,98.4403573
812,Portugal,Ribeira Seca,false,Artisan,193,37.807809,-25.541625
813,France,Apt,false,Prairieview,90,43.89144,5.381848
814,China,Baiyang,false,Bartillon,59,34.540852,109.44096
815,Thailand,Bang Pahan,true,Wayridge,1,14.4612646,100.5577407
816,China,Fanrong,false,Dorton,29,29.561775,106.568971
817,Brazil,Águas Formosas,true,Dovetail,97,-17.0806813,-40.9387356
818,China,Qinshi,true,Sundown,119,33.895566,117.95891
819,Poland,Bałtów,false,Kipling,56,51.0177556,21.5418795
